incident_id,description,severity
8177,"Forced begging case recorded in a busy market in Kolkata, impacting a married woman.",Medium
8178,A female police officer faced chain snatching in an apartment complex in Kerala.,Low
8179,A widow was subjected to kidnapping in a public park in Chandigarh.,High
8180,A complaint was lodged about harassment targeting a married woman on a footbridge in Assam.,Medium
8181,A complaint was lodged about stalking targeting a widow at a police station in Jharkhand.,Medium
8182,A domestic worker faced honor killing at a cinema hall in Gujarat.,High
8183,A married woman was subjected to threatening behavior on a crowded bus in Bengaluru.,Medium
8184,A female police officer was subjected to threatening behavior on a footbridge in Assam.,Medium
8185,An incident of forced begging involving a domestic worker was reported near a highway toll booth in Rajasthan.,Medium
8186,"Acid attack case recorded near a highway toll booth in Rajasthan, impacting a female traveler.",High
8187,A complaint was lodged about chain snatching targeting a woman in distress in a village in Uttar Pradesh.,Low
8188,"Human trafficking case recorded in a public park in Chandigarh, impacting a young girl.",High
8189,An incident of kidnapping involving a working woman was reported at a police station in Jharkhand.,High
8190,An incident of honor killing involving a married woman was reported in a public park in Chandigarh.,High
8191,"Discrimination case recorded on a crowded bus in Bengaluru, impacting a woman in distress.",Medium
8192,"Illegal detention case recorded at a metro station in Delhi, impacting a teenage student.",Medium
8193,A complaint was lodged about forced labor targeting a single mother in a public park in Chandigarh.,High
8194,A married woman faced forced begging at a cinema hall in Gujarat.,Low
8195,An incident of verbal abuse involving a married woman was reported near a coaching center in Kota.,Medium
8196,"Forced labor case recorded in a slum area of Dharavi, impacting a married woman.",High
8197,"Fraud case recorded at a metro station in Delhi, impacting a domestic worker.",Medium
8198,A domestic worker faced discrimination near a highway toll booth in Rajasthan.,Medium
8199,"Human trafficking case recorded at a police station in Jharkhand, impacting a widow.",High
8200,A female police officer faced public indecency in a school in Hyderabad.,Low
8201,A widow faced child marriage at a police station in Jharkhand.,High
8202,A single mother faced fraud in an apartment complex in Kerala.,Low
8203,A woman in distress was subjected to neglect at a police station in Jharkhand.,Low
8204,A complaint was lodged about honor killing targeting a widow near a railway station in Mumbai.,High
8205,An incident of stalking involving a young girl was reported on a deserted road in Bihar.,Medium
8206,A single mother faced forced begging in a school in Hyderabad.,Medium
8207,A complaint was lodged about child marriage targeting a single mother near a coaching center in Kota.,High
8208,"Fraud case recorded in a mall in Pune, impacting a single mother.",Low
8209,A working woman faced kidnapping near a highway toll booth in Rajasthan.,High
8210,A woman in distress faced public indecency near a coaching center in Kota.,Low
8211,A young girl faced human trafficking at an IT park in Noida.,High
8212,"Forced begging case recorded in a slum area of Dharavi, impacting a single mother.",Medium
8213,An incident of dowry harassment involving a working woman was reported at a police station in Jharkhand.,Medium
8214,A widow was subjected to discrimination at a metro station in Delhi.,Medium
8215,A working woman faced neglect near a railway station in Mumbai.,Medium
8216,An incident of forced labor involving a child was reported near a highway toll booth in Rajasthan.,High
8217,An incident of fraud involving a widow was reported inside a hostel in Punjab.,Low
8218,An incident of dowry harassment involving a female police officer was reported near a highway toll booth in Rajasthan.,Medium
8219,A complaint was lodged about fraud targeting a young girl at an IT park in Noida.,Low
8220,A teenage student faced physical assault at an IT park in Noida.,High
8221,An incident of domestic violence involving a female police officer was reported in an apartment complex in Kerala.,Medium
8222,An incident of honor killing involving a widow was reported on a deserted road in Bihar.,High
8223,A working woman was subjected to threatening behavior near a coaching center in Kota.,Medium
8224,A widow was subjected to kidnapping in a mall in Pune.,High
8225,A widow faced physical assault in a slum area of Dharavi.,High
8226,An incident of human trafficking involving a working woman was reported on a crowded bus in Bengaluru.,High
8227,An incident of illegal detention involving a widow was reported inside a hostel in Punjab.,Low
8228,A woman in distress was subjected to domestic violence in a slum area of Dharavi.,Low
8229,A teenage student faced dowry harassment at a metro station in Delhi.,Medium
8230,A woman in distress faced fraud inside a government office in Chennai.,Low
8231,An incident of child marriage involving a married woman was reported near a highway toll booth in Rajasthan.,High
8232,A widow faced illegal detention in a public park in Chandigarh.,Low
8233,A female police officer was subjected to physical assault in a village in Uttar Pradesh.,High
8234,An incident of cyberbullying involving a widow was reported inside a hostel in Punjab.,Medium
8235,A female traveler was subjected to acid attack near a coaching center in Kota.,High
8236,A working woman was subjected to verbal abuse on a crowded bus in Bengaluru.,Medium
8237,A single mother faced forced labor in a village in Uttar Pradesh.,High
8238,A complaint was lodged about harassment targeting a female traveler at an IT park in Noida.,Medium
8239,A complaint was lodged about domestic violence targeting a teenage student at a police station in Jharkhand.,Medium
8240,A female police officer faced rape attempt near a highway toll booth in Rajasthan.,High
8241,A working woman was subjected to acid attack in a school in Hyderabad.,High
8242,A complaint was lodged about chain snatching targeting a woman in distress on a deserted road in Bihar.,Medium
8243,A domestic worker faced eve-teasing in a slum area of Dharavi.,Medium
8244,A female police officer faced chain snatching in a school in Hyderabad.,Medium
8245,A woman in distress was subjected to honor killing at a police station in Jharkhand.,High
8246,A domestic worker was subjected to stalking on a deserted road in Bihar.,Medium
8247,A single mother was subjected to public indecency in an apartment complex in Kerala.,Medium
8248,"Kidnapping case recorded at a police station in Jharkhand, impacting a young girl.",High
8249,A single mother faced forced labor in a public park in Chandigarh.,High
8250,A single mother faced threatening behavior inside a hostel in Punjab.,Medium
8251,A working woman was subjected to physical assault in a public park in Chandigarh.,High
8252,A child faced eve-teasing in a public park in Chandigarh.,Medium
8253,An incident of rape attempt involving a female police officer was reported at a police station in Jharkhand.,High
8254,An incident of physical assault involving a female police officer was reported in a mall in Pune.,High
8255,"Physical assault case recorded on a deserted road in Bihar, impacting a young girl.",High
